data,label
"[array([-74.18399   ,  76.735054  ,  -3.8043847 ,  28.03363   ,
         8.136066  ,   6.016018  ,   4.299718  ,   0.5060532 ,
         2.8456137 ,  -0.94493574,  -2.35504   ,  -0.28597203,
        -1.4562421 ,  -3.60794   ,  -1.5270268 ,  -1.5173227 ,
        -5.0240784 ,  -2.399194  ,  -2.9785542 ,  -4.949774  ],
      dtype=float32)]",rock
"[array([-6.2134621e+01,  7.5873795e+01, -2.6729330e+01,  1.8281229e+01,
        2.4590399e+00,  5.8335543e+00,  1.1579477e+01,  1.0206985e-02,
        8.6932430e+00,  5.5156765e+00, -2.4614885e-01,  2.3988750e+00,
       -1.7415359e+00, -3.1665978e+00,  2.0025971e+00, -1.4131923e+00,
       -5.5286360e+00, -2.5277913e+00,  6.2144941e-01, -1.4029925e+00],
      dtype=float32)]",rock
"[array([-118.39433   ,  130.25537   ,   -3.0893328 ,   15.728805  ,
          3.9465375 ,   10.665425  ,    6.837985  ,    3.3979797 ,
          0.76980954,   -2.5344229 ,   -3.1066284 ,   -2.866894  ,
         -1.623691  ,   -0.20019834,    0.74123555,    2.026045  ,
          2.0829566 ,    4.144146  ,    3.1539614 ,    2.2534523 ],
      dtype=float32)]",rock
"[array([-172.66568   ,  142.76349   ,  -55.773094  ,   79.31552   ,
         -1.8741938 ,    4.7934155 ,    0.24512394,  -11.501139  ,
         -0.26719534,   -9.363407  ,   -7.680029  ,  -11.2667055 ,
         -5.683593  ,  -11.291878  ,   -7.6921525 ,   -4.286482  ,
        -11.2813635 ,   -7.8397284 ,   -7.7233343 ,   -8.150021  ],
      dtype=float32)]",rock
"[array([-83.05496  ,  91.50623  , -13.687614 ,  16.134861 ,  10.328307 ,
         5.5332947,  -9.451849 ,  -6.618414 ,  -3.033612 ,   4.9335394,
         2.6400769,   1.0502369,  -3.6719625,  -1.6092172,  -4.436815 ,
        -1.8672622,   2.0092478,  -1.0250851,  -3.1809008,  -2.296022 ],
      dtype=float32)]",rock
"[array([-58.31212   ,  62.513275  , -12.654888  ,  31.943604  ,
         8.115569  ,   2.2606413 ,   3.90708   ,   1.4533548 ,
        -2.7132814 ,   1.1064517 ,  -0.4595751 ,  -2.3795285 ,
         1.242484  ,  -1.495535  ,  -0.46652865,   1.0434524 ,
        -2.066976  ,  -1.5088787 ,  -3.2097235 ,  -5.0582547 ],
      dtype=float32)]",rock
"[array([-93.35886  , 137.46744  , -45.09206  ,  37.81154  ,  -9.419834 ,
        12.59467  ,  -7.4806423,   5.539186 ,  -3.7403598,  -2.0107427,
        -2.4594233,  -9.579354 ,  -3.1679165,  -5.562454 ,  -7.494168 ,
        -5.6835785,  -2.0150528,  -3.879438 ,  -6.2089562,  -8.088406 ],
      dtype=float32)]",rock
"[array([-1.4240489e+02,  1.1613788e+02,  2.2472296e+00,  3.1061197e+01,
        6.1861997e+00,  1.2031545e-01,  3.1996897e-01,  7.7913918e+00,
        3.2471306e+00, -3.0152287e+00,  1.7092860e+00,  7.3611963e-01,
        1.4306976e-01, -4.4202242e+00, -4.4710884e+00,  5.0914866e-01,
        1.2237265e+00, -1.5977213e-01, -2.6168973e+00, -4.4432068e+00],
      dtype=float32)]",rock
"[array([-1.4495711e+02,  1.1846496e+02,  2.0525068e+01,  2.8564398e+01,
        2.3535552e+00,  1.0069560e+01,  1.1917599e+01,  4.8517795e+00,
       -8.4927514e-02,  3.2985027e+00,  3.4143994e+00,  3.6505976e+00,
        5.3643227e+00,  2.2568209e+00,  1.8704137e+00,  8.6951476e-01,
       -1.1844798e+00,  8.0984598e-01,  1.8097508e+00,  1.7877820e+00],
      dtype=float32)]",rock
"[array([-66.28536   ,  66.77525   ,  25.18438   ,  26.29693   ,
         5.29162   ,  10.455606  ,   2.4704695 ,   0.75241023,
        -0.37136132,   1.7261295 ,   3.2138007 ,   5.0352135 ,
        -1.9417019 ,  -3.0782735 ,   0.37914824,  -0.77988344,
         3.7139435 ,   2.396768  ,   0.1979873 ,  -1.7008979 ],
      dtype=float32)]",rock
"[array([-1.8123041e+02,  1.0343169e+02,  9.3861580e+00,  1.9078840e+01,
        1.3772365e+01, -5.2121794e-01,  4.3893824e+00, -7.6141815e+00,
       -8.1173048e+00, -1.3711447e-01, -5.1818705e+00, -6.3062782e+00,
       -5.4519358e+00, -5.9776015e+00, -1.1736681e+00, -2.6703749e+00,
       -5.1865311e+00, -5.2856364e+00, -5.7953968e+00, -3.7094035e+00],
      dtype=float32)]",rock
"[array([ 4.0827870e+00,  5.2608704e+01, -1.1054908e+01,  1.9704363e+01,
        1.1284098e+01,  7.0590701e+00,  5.0627990e+00,  4.5616736e+00,
        2.5624109e-02,  5.1544223e+00,  3.4035957e+00,  1.1689492e+00,
        5.8203977e-01,  1.2743222e+00,  7.1449101e-01, -8.1167978e-01,
       -3.0142307e+00, -1.7169989e+00, -1.6961086e+00, -1.2938507e+00],
      dtype=float32)]",rock
"[array([-156.28606  ,   75.62815  ,  -16.517866 ,   16.340904 ,
          5.8017077,    6.009819 ,   -4.145812 ,   -3.7635734,
         -6.1687303,   -8.928002 ,   -4.101073 ,   -2.207017 ,
         -4.6508574,   -5.4203176,   -4.6888046,   -7.0807443,
         -3.8854387,    1.3862368,   -2.0016851,   -4.7174654],
      dtype=float32)]",rock
"[array([-91.9124   , 129.96863  ,   1.8372804,  11.621115 ,   3.2257633,
        -1.9720752,  -2.2193565,  -0.855406 ,  -4.3434763,  -3.5430148,
        -1.5521153,  -0.5419181,   0.4020132,  -1.6473914,  -4.5720263,
        -2.9696803,  -4.286571 ,  -2.6720417,  -3.5486424,  -1.4414598],
      dtype=float32)]",rock
"[array([-7.868896  , 59.537727  ,  3.64771   , 28.984354  ,  4.138404  ,
       10.26854   ,  2.558714  ,  7.604068  , -1.399824  ,  2.9641616 ,
        4.0499907 , -0.75281394,  1.0675513 , -3.0407865 , -1.0089141 ,
       -0.6948098 , -0.6862661 ,  1.5193397 , -0.4616992 ,  0.5018843 ],
      dtype=float32)]",rock
"[array([-58.583797  ,  64.91177   ,  15.929982  ,   5.428903  ,
         7.5244966 ,   9.883128  ,   1.5946642 ,   5.3538227 ,
        -1.2404982 ,  -2.0384183 ,   2.4422328 ,  -0.7197204 ,
        -0.30926552,  -1.48398   ,   3.290024  ,   3.6443791 ,
        -2.5047877 ,  -1.1560521 ,  -2.3028479 ,  -2.2165213 ],
      dtype=float32)]",rock
"[array([-1.4200829e+02,  9.6975395e+01,  2.3254150e+01,  1.0455744e+01,
        6.2936468e+00,  4.9634185e+00,  1.0708206e+00,  1.1035851e+00,
       -4.8490777e+00,  8.7220228e-01, -3.4491501e+00, -2.0109098e+00,
       -5.9014354e+00, -6.0311046e+00, -2.1139178e+00, -6.1682496e+00,
       -3.0380732e-01,  5.0942173e+00,  1.2770656e-01,  1.6715826e+00],
      dtype=float32)]",rock
"[array([-219.1163    ,   94.37081   ,   42.78751   ,   16.115028  ,
          9.503607  ,   12.890873  ,    7.7313557 ,    2.3898094 ,
         -1.0204222 ,   -1.953544  ,   -1.9855669 ,    3.1467826 ,
         -0.88252664,   -6.855735  ,   -5.073762  ,   -4.0232706 ,
         -5.6039405 ,   -4.9950747 ,   -2.5028176 ,   -4.27858   ],
      dtype=float32)]",rock
"[array([-8.2697189e+01,  8.3516884e+01, -5.9757274e-01,  1.0497101e+01,
        1.0424636e+01,  7.0697875e+00,  5.0785699e+00,  7.8934833e-02,
       -2.0585687e-01, -9.3491441e-01, -9.6743129e-02, -1.7009901e+00,
       -1.0193595e+00,  1.7545800e-01,  2.3960111e+00, -4.4936863e-01,
        8.5133255e-01, -1.8573090e+00, -4.5129642e+00, -3.1955388e+00],
      dtype=float32)]",rock
"[array([-193.64023   ,   98.43583   ,   44.057926  ,   23.775482  ,
         12.580539  ,    8.460773  ,    2.1690936 ,   -0.34457618,
         -8.183045  ,   -9.117337  ,   -5.2378254 ,   -4.8426147 ,
         -1.3743815 ,   -1.2646358 ,    3.216643  ,    3.6884453 ,
          1.3845587 ,    2.7153342 ,    1.7022022 ,   -1.791089  ],
      dtype=float32)]",rock
"[array([-212.2839   ,   65.78227  ,   45.207645 ,   19.728804 ,
         11.81109  ,    8.058759 ,    4.425894 ,    4.215401 ,
         -2.3198674,   -2.2011733,   -1.6351123,   -4.6608105,
         -3.7225633,   -6.775609 ,   -2.9975383,   -6.5122967,
        -10.916958 ,   -3.3977473,   -1.2068572,   -3.110246 ],
      dtype=float32)]",rock
"[array([-302.8243    ,  116.2184    ,   44.6891    ,   25.962639  ,
         18.715103  ,    7.566854  ,    7.3339343 ,    4.0336523 ,
         -4.1819897 ,    0.8796674 ,    0.95483494,    2.8209012 ,
          1.4063516 ,   -3.4743688 ,   -0.89144695,    0.5921213 ,
         -0.8123583 ,   -2.380754  ,    0.36877888,   -1.8517039 ],
      dtype=float32)]",rock
"[array([-118.8025    ,  104.436676  ,  -29.188753  ,   42.102615  ,
        -13.299715  ,   29.062935  ,  -20.86632   ,   21.608942  ,
        -24.331242  ,   10.7288265 ,  -15.099052  ,    5.9375844 ,
        -11.788948  ,   -0.90746856,  -11.01456   ,   -0.19940789,
         -6.906149  ,   -1.2978159 ,   -6.3202825 ,   -2.6999989 ],
      dtype=float32)]",rock
"[array([-95.25766  , 103.813416 , -37.01362  ,  52.685883 , -20.752981 ,
        27.573769 , -17.5265   ,  24.807493 , -11.295161 ,  16.644753 ,
        -9.246779 ,  10.183925 ,  -8.78414  ,   1.8383   ,  -3.9530869,
         2.1714826,  -6.69774  ,   5.1020174,  -9.701118 ,  -3.960038 ],
      dtype=float32)]",rock
"[array([-2.4510092e+02,  9.5093445e+01, -2.1263948e+01,  4.5649635e+01,
       -3.5521014e+00,  1.4970440e+01, -2.0681795e+01,  1.9520777e+01,
       -2.1715769e+01,  7.3187175e+00, -9.2911673e+00,  8.1458414e-01,
       -1.3008130e+01,  6.2346775e-02, -8.2312555e+00,  1.0585309e+00,
       -8.0316029e+00, -3.9880127e-01, -4.3575134e+00, -4.2228279e+00],
      dtype=float32)]",rock
"[array([-123.67157  ,   94.753395 ,   -9.5527525,   53.26699  ,
        -13.762559 ,   17.746737 ,  -19.215258 ,   25.295883 ,
        -18.705511 ,   15.396704 ,  -12.512174 ,    9.378816 ,
        -11.60687  ,    0.6654833,   -6.9870534,    3.364005 ,
         -7.142924 ,    0.5123948,   -8.73698  ,   -1.4573003],
      dtype=float32)]",rock
"[array([-121.12452  ,   91.73827  ,  -14.719739 ,   52.961185 ,
        -11.417393 ,   31.010504 ,  -17.489897 ,   24.197327 ,
        -24.775946 ,   17.118109 ,  -15.880233 ,   10.380571 ,
         -8.630905 ,    7.14643  ,  -11.839627 ,    3.1697454,
        -10.362881 ,    1.5105858,  -10.358376 ,   -2.4793758],
      dtype=float32)]",rock
"[array([-203.34494  ,   85.4117   ,  -11.576989 ,   54.754364 ,
        -11.617433 ,   20.56847  ,  -27.760782 ,   18.873287 ,
        -31.642633 ,   10.700183 ,  -11.927795 ,    4.132147 ,
         -3.9985468,    1.7360578,   -7.907964 ,    4.3033795,
        -11.239042 ,   -1.1848903,   -5.032739 ,   -2.3639996],
      dtype=float32)]",rock
"[array([-2.0222345e+02,  7.5231430e+01, -1.4236297e+01,  6.6306335e+01,
       -8.2878523e+00,  2.4383793e+01, -1.6236677e+01,  1.7128633e+01,
       -2.1286032e+01,  3.9629781e+00, -1.9760389e+01,  4.8267356e-01,
       -4.5090637e+00, -5.3664742e+00, -8.9668713e+00, -4.1333735e-02,
       -8.0246696e+00, -5.1663888e-01, -6.7963386e+00, -8.4449711e+00],
      dtype=float32)]",rock
"[array([-79.81995  , 109.93669  , -17.13555  ,  47.21409  , -11.933717 ,
        33.32855  , -11.712043 ,  23.636423 , -13.6773205,  18.445545 ,
        -6.9493895,  13.0382805, -11.589943 ,   9.098724 ,  -5.9574623,
         4.9145265,  -8.714124 ,   3.7107124,  -5.1020746,   2.6278586],
      dtype=float32)]",rock
"[array([-95.375534  , 112.45124   ,  -2.0774407 ,  47.046688  ,
       -10.369908  ,  29.785522  , -15.113547  ,  20.186108  ,
       -12.673779  ,  16.497211  ,  -7.8592286 ,  11.876695  ,
       -11.1869955 ,   8.866213  ,  -4.952222  ,   0.92229277,
        -6.1117043 ,   3.2416008 ,  -8.060127  ,   0.73700464],
      dtype=float32)]",rock
"[array([-61.69562  , 103.5662   , -16.91641  ,  49.247673 , -14.815669 ,
        31.691504 , -17.215197 ,  24.615047 , -14.486075 ,  18.019432 ,
       -11.672711 ,  11.470351 ,  -9.824015 ,   8.85506  ,  -8.564864 ,
         4.4088693,  -8.275845 ,   1.5914819,  -7.034197 ,  -0.8262322],
      dtype=float32)]",rock
"[array([-83.36812   , 103.90498   , -13.954147  ,  56.912594  ,
       -14.43371   ,  32.197018  , -14.136274  ,  19.167463  ,
        -9.342845  ,  13.166685  , -11.730691  ,   8.401819  ,
        -9.400615  ,  10.225259  ,  -4.2135806 ,   5.6282663 ,
        -6.3784084 ,   1.8044477 ,  -5.576438  ,  -0.44022378],
      dtype=float32)]",rock
"[array([-113.657845  ,   94.94122   ,   -4.128477  ,   51.786396  ,
        -13.776981  ,   34.347267  ,  -17.60313   ,   22.537716  ,
        -12.411016  ,   17.204842  ,   -9.231343  ,    9.977349  ,
        -13.473844  ,    7.5857787 ,   -7.2646394 ,    3.645773  ,
         -8.463105  ,    0.39540544,   -9.240809  ,   -0.28658125],
      dtype=float32)]",rock
"[array([-132.39337   ,  124.67918   ,   -9.69277   ,   46.452026  ,
         -6.3060913 ,   30.534199  ,  -11.145722  ,   20.404236  ,
        -11.221901  ,    9.368879  ,   -5.829724  ,    7.8187475 ,
         -8.726418  ,    5.6184525 ,   -4.086974  ,   -0.63233453,
         -8.114819  ,   -0.6764859 ,   -7.606043  ,   -0.21058932],
      dtype=float32)]",rock
"[array([-103.96426  ,  101.90469  ,  -10.340274 ,   43.67058  ,
        -11.510563 ,   26.94337  ,   -9.995867 ,   25.0187   ,
        -14.213517 ,   19.713219 ,  -10.531306 ,   12.673636 ,
        -12.690149 ,    6.8567877,   -6.086405 ,    5.4609747,
         -6.2438927,   -1.4577036,   -8.2451515,   -3.2739828],
      dtype=float32)]",rock
"[array([-130.98306  ,  111.02361  ,   -2.1509995,   41.78348  ,
         -3.2020328,   34.655052 ,  -17.60973  ,   19.878576 ,
         -9.146214 ,   14.884945 ,   -6.846543 ,    9.2045965,
         -6.9707727,    6.3224635,   -9.627941 ,    0.5147618,
        -12.772728 ,   -4.8808675,   -2.5171676,   -3.1253643],
      dtype=float32)]",rock
"[array([-91.39275   , 112.11608   , -27.345358  ,  47.97841   ,
       -19.601683  ,  27.71872   , -18.550968  ,  17.433367  ,
       -13.161514  ,  14.41955   , -15.218308  ,  11.52615   ,
       -12.587086  ,   0.90485495, -10.441168  ,  -0.61186296,
       -13.481617  ,   3.3057272 ,  -3.7086513 ,   1.0857344 ],
      dtype=float32)]",rock
"[array([-87.96438   ,  93.53565   , -23.224026  ,  48.123466  ,
       -21.444712  ,  27.754807  , -20.335535  ,  18.751484  ,
       -15.218708  ,  16.133469  , -21.41218   ,  10.867748  ,
       -12.026507  ,   5.123499  ,  -7.3036647 ,   4.6613207 ,
       -10.165855  ,   5.499814  ,  -4.3694463 ,   0.31226495],
      dtype=float32)]",rock
"[array([-121.46697  ,   89.52725  ,  -33.490353 ,   41.959053 ,
        -25.940279 ,   23.04037  ,  -20.253145 ,   14.365855 ,
        -16.338194 ,   17.046362 ,  -16.961536 ,    9.144575 ,
        -10.106951 ,    4.2052097,   -9.360471 ,    1.6120547,
        -10.548402 ,    1.0753498,   -1.640031 ,    7.538744 ],
      dtype=float32)]",rock
"[array([-95.44648  ,  78.33685  , -26.221182 ,  44.241337 , -22.469746 ,
        29.748888 , -21.57327  ,  23.954361 , -16.57705  ,  20.47198  ,
       -19.63077  ,  13.887503 , -12.625713 ,   6.2481356,  -7.6665807,
         7.4061184,  -9.415544 ,   9.65207  ,  -3.7834232,   1.066947 ],
      dtype=float32)]",rock
"[array([-119.15098  ,  107.44224  ,  -10.973197 ,   58.555363 ,
        -12.933258 ,   26.83433  ,  -17.646807 ,   19.371737 ,
        -15.605269 ,   13.570684 ,  -16.67104  ,   11.870044 ,
        -12.196166 ,    5.2358336,   -6.1746464,    4.2526207,
         -8.040415 ,    3.5265963,   -7.6858068,   -1.3395647],
      dtype=float32)]",rock
"[array([-94.26873  ,  91.89087  , -17.601385 ,  45.527332 , -15.701893 ,
        32.635612 , -18.013712 ,  21.570967 , -15.723526 ,  16.806913 ,
       -18.290829 ,  13.340856 , -15.457929 ,   5.205465 , -11.220915 ,
         6.2067647,  -7.958713 ,   7.710797 ,  -4.605025 ,   0.5353574],
      dtype=float32)]",rock
"[array([-1.8550003e+02,  9.8925781e+01, -3.6442879e+01,  4.4427544e+01,
       -1.7759830e+01,  2.1284361e+01, -2.0293684e+01,  1.3771661e+01,
       -1.5498616e+01,  1.1033225e+01, -1.6787758e+01,  2.3346391e+00,
       -1.2634642e+01,  1.5081404e-01, -4.4001217e+00, -2.4655702e+00,
       -8.9664946e+00,  6.8722253e+00, -6.6973553e+00, -1.2077816e+00],
      dtype=float32)]",rock
"[array([-160.15704   ,   88.74145   ,  -35.476883  ,   47.4943    ,
        -12.60362   ,   17.301561  ,  -19.144144  ,   14.595069  ,
        -20.387825  ,   11.093687  ,  -11.144935  ,    7.699109  ,
         -9.863814  ,    6.9854503 ,  -10.138801  ,    3.0738516 ,
         -7.9530306 ,    0.69746596,   -4.9263062 ,   -2.6083064 ],
      dtype=float32)]",rock
"[array([-42.662823  , 102.988686  , -36.8779    ,  44.5166    ,
       -11.9962015 ,  25.576914  , -22.668953  ,  28.336857  ,
       -19.271854  ,  21.482964  , -15.258891  ,  11.748107  ,
       -11.575924  ,   4.7860646 , -13.024809  ,   4.361161  ,
       -11.952075  ,   0.89715636,  -0.47479376,   1.299921  ],
      dtype=float32)]",rock
"[array([-117.97405   ,   84.0584    ,  -50.267876  ,   46.049637  ,
        -17.698416  ,   20.855793  ,  -21.641117  ,   16.67161   ,
        -12.952743  ,   12.837912  ,  -13.080166  ,   11.31062   ,
        -12.596916  ,    4.381586  ,  -12.073298  ,    0.6698691 ,
         -6.7976236 ,    4.458886  ,    0.24022464,    0.44193253],
      dtype=float32)]",rock
"[array([-156.29813  ,  130.7896   ,  -25.229616 ,   43.48547  ,
        -12.138994 ,   25.392202 ,   -7.9401684,   17.616287 ,
         -8.628423 ,    9.566104 ,   -8.367283 ,    5.763708 ,
         -7.0483003,   -1.8863184,   -7.683533 ,    3.004139 ,
         -6.433903 ,   -1.3064599,   -7.830779 ,   -4.146004 ],
      dtype=float32)]",rock
"[array([-89.01616   ,  86.21833   , -24.412226  ,  47.093178  ,
       -33.65718   ,  29.464834  , -19.750496  ,  21.635778  ,
       -16.746689  ,   6.538771  , -13.391208  ,   7.4855866 ,
       -12.85139   ,   8.587705  ,  -7.8912563 ,  11.497619  ,
         0.67780876,   9.797574  ,  -2.1274853 ,   0.58618903],
      dtype=float32)]",rock
"[array([-74.30769  , 100.11084  , -47.357513 ,  49.609303 , -18.405361 ,
        24.60919  , -15.910987 ,  23.892094 , -22.828266 ,  23.324926 ,
       -16.943434 ,  14.924825 , -11.495659 ,   4.2203484, -13.625411 ,
         4.4772468, -11.660445 ,   4.3243303, -10.592984 ,  -0.847235 ],
      dtype=float32)]",rock
"[array([-70.11194   ,  94.16672   , -50.33251   ,  46.95689   ,
       -16.10815   ,  19.98747   , -23.955923  ,  16.344193  ,
       -22.179577  ,  14.427519  , -20.087427  ,  12.139044  ,
       -14.773107  ,   4.9046216 , -13.62448   ,   0.82260984,
       -15.060139  ,  -1.6115502 , -16.089869  ,  -2.1866074 ],
      dtype=float32)]",rock
"[array([-114.78572  ,  119.293335 ,  -50.734497 ,   42.62416  ,
         -6.7016063,   19.707987 ,  -16.883589 ,   19.394009 ,
        -17.410425 ,   17.302908 ,  -10.872791 ,    6.657836 ,
        -15.7666645,    3.5462644,   -7.7657857,    3.3836033,
         -7.6936946,    1.611691 ,  -10.708937 ,   -0.5419845],
      dtype=float32)]",rock
"[array([-90.24029  ,  80.06857  , -46.36335  ,  56.045547 ,  -8.092648 ,
        27.477394 , -17.326693 ,  22.967054 , -17.591236 ,  18.405153 ,
       -17.44015  ,   7.6492333, -19.298677 ,   1.1883795, -14.477152 ,
         4.5136366, -12.766622 ,   2.9947731,  -6.4113603,   2.2570848],
      dtype=float32)]",rock
"[array([-153.63005  ,  109.904785 ,  -23.091646 ,   59.014496 ,
         -7.5204816,   19.72855  ,  -16.488035 ,   18.078283 ,
        -22.212603 ,   15.408715 ,  -12.378634 ,   12.347538 ,
        -12.3100605,    5.7802954,  -10.265627 ,    1.8031518,
        -13.29347  ,    2.4838254,   -6.716792 ,   -1.1984035],
      dtype=float32)]",rock
"[array([-142.41621  ,  116.20546  ,  -32.160263 ,   49.11151  ,
         -8.389906 ,   22.885155 ,  -18.317211 ,   20.110556 ,
        -22.102661 ,   10.792425 ,  -12.998068 ,   14.083412 ,
        -16.392958 ,    4.1628456,   -4.3739843,    3.7363334,
        -10.860102 ,    1.8778213,   -7.4682636,   -2.7918549],
      dtype=float32)]",rock
"[array([-124.989655 ,  115.18234  ,  -47.985886 ,   52.820343 ,
        -13.493603 ,   21.751259 ,  -12.417659 ,   20.127153 ,
        -18.373243 ,   10.123631 ,  -16.045313 ,   10.477311 ,
        -17.955708 ,    1.2151546,  -11.5279045,    1.8380665,
        -12.851801 ,    3.4456987,  -12.589926 ,   -2.1043253],
      dtype=float32)]",rock
"[array([-225.03336   ,  123.657265  ,   -9.745124  ,   56.613846  ,
         10.42182   ,   20.64321   ,  -10.258778  ,   15.571303  ,
         -8.24035   ,   12.808757  ,   -9.006475  ,    7.6886306 ,
        -10.083799  ,   -0.25227854,   -5.282494  ,   -2.8108969 ,
         -4.421513  ,    1.5583626 ,   -5.0460777 ,   -3.587599  ],
      dtype=float32)]",rock
"[array([-2.3520059e+02,  1.2387175e+02, -2.2546131e+01,  5.2951675e+01,
       -1.4538206e+00,  2.4660511e+01, -7.0884738e+00,  1.4890100e+01,
       -1.2783066e+01,  1.6718231e+01, -2.9434726e+00,  1.0081299e+01,
       -1.5028531e+01,  3.1190753e+00, -7.1235514e+00,  1.7955873e+00,
       -7.0771871e+00,  2.3404432e-02, -2.0338798e+00,  1.1501081e+00],
      dtype=float32)]",rock
